Questions,CoarseType,FineType,WhWord
धातुको अक्साइड कस्तो गुण भएका हुन्छन ?,miscellaneous,other,कस्तो
अधातुको अक्साइड कस्तो गुण भएका हन्छ ?,miscellaneous,other,कस्तो
जम्मा तत्वमध्ये धातुको संख्या कति छ ?,numerical,count,कति
तटस्थ यौगिकको PH मान कति छ ?,numerical,other,कति
फलामको धाउ कुन हो ?,miscellaneous,material,कुन
सुन्तलामा कुन एसिड पाइन्छ ?,miscellaneous,material,कुन
हिरा कुन तत्वबाट बनेको हुन्छ ?,miscellaneous,material,कुन
वायुमण्डलीय तापक्रममा तरल अवस्थामा रहने अधातु कुन हो ?,miscellaneous,material,कुन
उत्प्रेरक कति प्रकारका छन् ?,numerical,count,कति
रासायनिक प्रतिक्रियालाई प्रभाव पार्ने तत्वलाई के भनिन्छ ?,miscellaneous,other,के
